X,Y
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
-124.7595264,487.5
STDEV X, STDEV Y
8.56947E-14,0
STAND ERROR X, STAND ERROR Y
8.56947E-15,0
