X,Y
92.0927318,221.3108066
171.714877,219.2325639
201.1879243,277.4629119
220.7727159,288.5767629
162.490543,400.7507739
235.110988,374.9228679
214.2910891,286.0002566
341.9577981,345.2677792
261.7807025,312.8584626
193.0722614,157.3079009
259.0869213,319.7759344
257.1392162,361.5552889
199.5871703,433.087033
259.9427572,374.1119034
220.3082495,307.068369
196.2638295,358.701426
213.8979613,271.1817616
231.2085911,201.419465
228.7359243,262.9874178
131.3003195,316.9332028
237.0605494,375.7098884
148.4646415,275.737996
242.8439505,350.8733029
218.0066216,269.2691764
205.1024135,302.9958236
172.6724986,363.2921016
167.7873955,300.1938075
248.8252456,292.7525409
316.6897735,293.7699092
259.3273789,339.2910967
224.3493388,403.3000108
75.9948624,318.7292547
159.8326334,332.2645509
192.3910669,224.2277967
153.6158843,344.6287157
185.655234,348.2861358
136.2740314,417.2917985
239.6100259,286.7113313
297.6384741,265.5115197
296.0027606,268.6775794
223.4387207,335.030756
269.9885134,362.1161031
185.6167302,268.7243123
161.5908717,307.16133
266.1582122,275.1579759
181.5804678,319.2614712
182.3735245,324.2098414
166.5830633,392.5190109
193.0700467,302.2081263
156.471331,240.1605525
85.46581489,291.4282518
156.285814,319.3350265
91.96243969,341.6220352
303.5847856,203.0967551
259.4819125,366.33663
226.0393183,406.7357792
218.4652216,341.8595314
151.3201804,243.4276881
246.3725838,249.0434084
155.3986331,233.1609448
183.5108359,308.1008255
272.0212881,399.3714173
200.3172955,306.4447767
275.3659883,413.7906093
213.584111,190.3276042
197.3563093,255.1353159
229.4866549,408.6722158
226.6805621,277.1859865
144.5381209,436.1850679
169.4231881,317.6640123
194.5086459,302.0821634
59.90220096,292.8777394
198.2106478,290.3814124
98.96084748,236.5612649
159.0256169,278.0683843
263.8829939,349.8208963
154.5736998,366.7078079
144.2793029,259.2968595
330.0411476,335.6359863
192.3343369,276.7633995
202.9829716,293.1058458
238.4596878,308.6767711
188.7730655,298.9855427
207.6204166,303.121578
193.7393406,291.4072552
134.4863746,255.4274162
229.4254326,321.2437116
255.0851659,313.9139378
199.6753873,256.9705211
126.2831306,206.8810336
234.1506115,404.4422528
211.9866193,303.4754931
185.7910592,365.6684936
169.6822993,319.6381235
172.6971629,200.7290205
272.1367108,247.6214854
82.16140812,349.0983728
208.8217813,347.955127
139.131635,256.4887052
199.5118778,290.1922603
STDEV X, STDEV Y
55.84883936,57.96594855
STAND ERROR X, STAND ERROR Y
5.584883936,5.796594855
