X,Y
-216.6209059,390.6150771
-115.1536993,494.4765719
-98.622952,614.0309922
-141.6955694,561.3144849
-209.9752875,577.7188264
-207.5548062,509.0201179
-251.3088722,456.3040548
-187.6893367,599.8357864
-187.7422426,418.1113708
-164.9515835,352.3653618
-241.7466692,496.1660927
-93.45297446,495.7178401
-143.5482583,441.7664907
-111.9805408,487.6092541
-1.005813033,456.1800257
-72.02329653,597.0053092
-173.9596453,365.0922923
-161.7676365,466.3551324
-156.9128869,485.9487653
-96.09589437,566.7862637
-51.67417808,417.5069983
-174.8180691,487.4486522
-111.1601042,457.4724593
-112.1498763,397.2666929
-86.77737039,604.4111256
-80.54088241,454.2095712
-112.7943726,486.9861064
-113.4884566,525.5759403
-126.5898902,503.6749221
-250.4938429,495.5459922
-174.1518208,570.1525274
-120.4437589,454.3103707
-95.87006562,506.4774528
-71.86057342,552.9743947
-92.84984538,407.4652417
-5.707376981,564.03689
-149.8390278,401.5476554
-24.6834802,593.0244522
-221.2627392,402.4409891
-156.5123663,595.106715
-73.83985991,402.1843131
-26.81089675,439.8770707
-128.2583168,496.0324617
-138.2809411,362.4553873
-53.27463093,541.0742413
-68.82320848,554.0821087
-103.5384445,410.862559
-78.75937866,421.4965492
-133.1458541,384.7138816
-267.4871054,519.7202347
-88.83393997,473.9645219
-104.8285973,437.4041458
-125.6855304,347.0005695
-159.6309058,488.4530249
-117.4748248,625.8768754
-149.4542349,492.5294957
-242.6501559,443.8431894
-157.398323,504.6793408
-137.4504736,439.1907735
-85.47646119,551.2433331
-199.8901876,465.1187491
-149.4848867,405.720694
-148.9848099,484.2804537
-69.36787405,503.275537
-125.8808991,481.4631189
-79.60948875,533.8346681
-205.6922587,583.8851054
-180.4006487,467.1676467
-224.1650285,429.3029501
-155.4304524,387.8360097
-114.1260482,491.9526552
-86.48347268,439.8811697
-166.1345124,405.0352882
-125.3331963,493.7414193
-184.1935196,541.174145
-63.7225022,548.1302
-154.8220903,343.37005
-131.0382064,387.700598
-78.03431438,363.4016721
-115.156994,442.1496397
-112.9023997,506.4252101
-211.0766228,456.4393043
-73.68208918,550.9119814
-26.06763184,472.5565758
-105.9389076,492.8552034
-120.2532177,421.9308916
-127.0619814,520.3436103
-125.2414937,438.145738
-238.9881407,534.2883927
-80.13319299,508.4532906
-107.4094688,422.5692873
-138.0553571,395.063472
-222.9938974,512.6319663
-43.8774392,587.3691495
-134.8478039,449.8717698
-150.5056688,526.6319644
-108.8096023,339.0680144
-68.96382581,559.8248043
-119.7084646,458.2661019
-18.27428007,465.02374
STDEV X, STDEV Y
58.06525602,68.90300659
STAND ERROR X, STAND ERROR Y
5.806525602,6.890300659
