X,Y
-159.6976845385925,479.2297942122429
-20.022193135045143,327.6181488252987
-243.49796139800628,453.72329506552273
-4.514662166631908,670.1649574769601
-81.52591472192093,517.8605975211981
-159.76196548977543,496.17159726827185
-198.2213223936642,382.57438791018825
-124.83619822119887,486.9530842242257
-42.566578959213885,416.1750893043273
-150.30980500694267,342.4161621563162
-259.4647327792537,628.2072884065643
-161.50891560045483,497.6061479336763
-264.72881349893987,572.8427390042576
-95.10172196977175,475.1094159792661
-133.71256981449187,588.2714110917606
-131.4524722249163,502.4643223104397
-114.56064593958463,792.5331134541324
-138.15895139762512,496.3829816448741
-109.34634933527144,484.77825893214344
-216.6737090391427,473.7052542173759
-329.73286209757765,581.4234675893172
-336.69263075301205,643.5689069272789
-111.90363991655049,365.8211661465685
-128.96557134085802,482.7306410143365
-93.18808580871314,532.4882336991485
-89.24556591269953,478.35547856691176
-187.14970321444724,468.7696870434097
-123.94989388466351,460.3562242287578
-206.1759728235523,519.4072635585736
-194.3330310599025,524.7056921064986
-189.92445248055253,539.1797536732938
-194.03762533288543,361.0517669577024
-160.0723133377972,606.7983641547025
-184.97331278475303,413.37304224668907
-127.23941810215705,510.9082333077639
-143.2389115263454,480.3289151228485
-116.31800647032627,571.3564103169894
-146.30110812649227,375.3819220954815
-176.0441335835071,398.5219861177416
-124.72987481847369,486.9682988620589
-139.638562818557,514.2809015903872
-108.22310652206824,536.1940308791397
-69.85288051507894,545.4939243450583
166.86707994511812,448.340902925573
15.894431501706379,623.4862710168331
-279.0594880743646,492.9914534710784
-100.74208745840888,706.4475774503974
-111.35581724172006,683.5554209068941
-135.51430374660103,518.2537263182281
-314.58834797133284,192.33287157327555
-143.58895490835303,504.3120924148939
-83.3897009087326,289.61573207669437
18.209287442841003,505.6537205751745
-130.03017715796963,494.4740857849047
-107.70346015595375,491.5312187469677
-104.77568064273504,523.6274056049043
-157.64244819731766,389.89185263315557
-148.3005599598906,528.7993363089465
-8.911849503473377,630.8187121333613
-122.9309008886525,477.8353895996207
-123.00570393099932,476.57933651873026
-378.69828306975285,263.1044222324505
-188.97957969503955,454.9637283900644
15.934056761214663,478.8349803040181
-297.04771925644513,614.5802657297709
-119.4899162816963,485.314629706277
-10.27836277230449,492.32827703936255
-242.24165465145313,631.5892740486819
-0.28130428311776257,655.51386327715
-2.953925411559922,546.4832949406301
-62.463733913179226,618.2289783468211
-133.53076792832783,744.0721347519345
29.489910323949204,600.3635170812695
-58.106936062300974,518.5572849349952
-85.64564699254542,415.6619424830077
-247.76602829815397,479.5853697583985
-45.857884024417885,546.7420466459217
-183.84244965770455,481.9891117181594
-139.36371984559455,479.7607107544381
-117.4885352637818,471.49489246918006
38.22546411740325,441.0797997955932
-346.3852615099367,581.104668811941
48.361125462892375,407.0335714841367
-68.51829248639368,383.90430037342617
-166.47294706698557,586.9200124717205
-147.9058506496344,469.87028001748666
-117.69262920881593,502.9785554308333
27.24521974056725,586.1740749355916
-124.99727058381698,487.5150031351517
-152.09742541176274,476.8721319587818
-233.57777961044388,573.7125384648921
-125.46537408661318,500.9300277104898
-31.960509216340157,525.0749727344268
16.94265877719343,360.70224374328814
-98.68592761413885,447.3491271825301
-146.7782451221829,630.0699322549576
-77.1420653371514,510.2827084763033
-79.35953064868576,442.1748850024906
-132.58269720806527,559.2705324795172
-168.98893814348847,466.0640035657708
STDEV X, STDEV Y
=STDEV(A2:A101),=STDEV(B2:B101)
STAND ERROR X, STAND ERROR Y
=A103/SQRT(100),=B103/SQRT(100)
