X,Y
-58.4190954427111,435.7090417131684
-174.1489879166139,489.2836681603545
-79.97378923791607,594.0417158217592
-197.18470877455152,584.0558141942563
-120.05858937410592,525.3593900419671
-254.55487239765986,481.7624470171901
-128.31027902993068,515.890867468977
-62.32049053965999,398.81230214880503
-149.98774512392515,549.4773177031118
-126.73525646571751,499.67263248504815
-112.63917705373075,480.42862404593376
-51.7276269289877,415.45154183383806
-136.58938012196631,488.9592810574151
-123.83435492575936,484.36389948617665
-82.64976181883935,500.61048921311175
-105.55963695444105,430.7811685119731
-139.56874685698594,447.58961208764106
-68.87378712124791,588.7219850296134
-119.47457934841995,480.97640869158874
-100.23054758680125,479.9599104059332
-104.05275498575628,476.6867921807544
-216.11721540017106,387.96351869608986
-137.71605677731395,472.75570889775224
-274.26850242811486,485.69051766909587
-191.7051628004731,613.6699982732202
-125.34606895552527,500.13299529334944
-120.36865671632481,465.81932329462546
-88.20309092323909,497.0786853162835
-33.68651073801212,441.4290643391407
-217.42973088526594,472.014522434567
-128.3676007256271,380.65444223388414
-175.0815723441699,511.00849540419057
-31.586568816299064,437.95057163878835
-228.09497466810853,470.6651960510144
-108.6919402424838,485.26296990273227
-102.27964701821962,415.6189803756507
-221.3724396949088,494.1777312857822
-133.27275946579448,428.9771289464221
-128.16703493763953,565.8777613887778
-93.8284723112508,422.95895353961265
-118.3633592698875,401.31347798861617
-75.15353022097229,473.1540456074981
-162.4329312287788,450.7673288934342
-116.93765229013732,409.1511494522207
-99.36966881425123,497.2242257388793
-177.73701665651896,539.3653916985977
-95.50141482532322,486.9513944589548
-111.59320219977596,497.9024546378955
-97.28559439231131,436.1371747385725
-11.318799597851154,548.2763956017411
5.51693549657864,508.54110875949186
0.8399956731758493,422.3176297930577
-186.0334542878621,402.1750362070755
-61.99945442389383,523.255818133384
11.441803242599718,523.2192520059303
-150.7158063779805,393.70104751003225
-147.40982471113725,445.64868048135963
-211.36032637180637,515.4199528751348
-35.5823699206954,561.6344916121875
-223.9436560223799,391.9348325104532
-103.54795713877533,632.25919217008
-129.28619120653474,488.6184407923525
9.557501963774797,508.8258377892115
-90.15494576758675,358.3273355940586
-80.89995611720326,506.1312863367973
-147.40063463473325,344.46346842848436
-132.16122809065655,406.2473287424611
-164.80897169831383,439.77841187154417
-200.09476879399125,510.53225286906985
-163.6380650724862,492.2053210202217
-66.83013120085023,616.4876157918912
-82.24148975488768,450.4300973218973
-140.9775405846605,355.9214700626959
-142.02793998245176,598.3562929059896
-177.72318801182257,355.5856334316019
-197.2084878150543,562.4184479481814
-145.7431276798287,626.9837667780957
-171.13200154749467,417.41978100475706
-71.41782617165524,515.6685528728768
-230.16463417584222,515.1624438822223
-185.60056608402786,365.5727958045245
-232.41863635439083,454.17871522829887
-132.34731060443482,489.14809629401054
-221.77364552145843,542.7479353396101
-120.91180904538055,486.2953144196762
-152.5868209557867,500.288964436088
-131.01792386124453,635.4630507548643
-32.11074367553371,387.34757384610964
-42.79028992079128,436.6618193734594
-222.69166097342088,411.2184215967917
-78.07103041170224,570.3298332590963
-32.5615752801191,507.97098905363566
-258.26266583753227,503.71316360169396
-135.70958723035713,530.5696055870164
-162.9995160438763,599.2826332346021
-142.87716253950128,558.2017307508127
-126.37598143773536,486.3342769584702
-145.52341634182696,484.1288233556719
-102.02776444241013,512.4913184804527
-134.5673116061897,634.9187909608489
STDEV X, STDEV Y
=STDEV(A2:A101),=STDEV(B2:B101)
STAND ERROR X, STAND ERROR Y
=A103/SQRT(100),=B103/SQRT(100)
