-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
-124.7595264191645,487.5
